Question,Confirmation,Factoid,List,Causal,Hypothetical,Complex
Why was this award given by the Pope to Lyndon B. Johnson?,0,0,0,1,0,1
Why is the krill so important to the Antarctic area?,0,1,0,0,0,0
Did von Neumann rule hidden variable theories?,1,0,0,0,0,0
Why was Virgil called 'The Swan of Mantua'?,0,0,0,1,0,1
Why is Lisbon a popular stopover for many foreign airlines?,0,1,0,1,0,0
Why did Professor Skousen gather fragments and have them analyzed?,0,1,0,1,0,0
Why did Dominic travel to Denmark in 1203?,0,1,0,1,0,0
Why did the University of Maryland open another campus site?,0,1,0,1,0,0
Why did the Yongle Emperor send Hou Xian and Zhi Guang to Tibet?,0,1,0,1,0,0
Did the bishops consider themselves Arians?,0,0,0,1,0,0
Could the FBI inquire into library records?,1,0,0,0,0,0
Did the Pope agree with this order?,0,0,0,1,0,0
Why did humans feel that additional breeding tactics were necessary in poultry?,0,1,0,1,0,0
Name one event that occurred in the Arab world during Gaddafi's childhood that influenced his life.,0,1,0,0,0,1
Why are antibiotics checked before use?,0,1,0,1,0,0
Are any relatives of the first people of the Grecian world no longer around?,1,0,0,0,0,0
Name one of the tribes Native Americans established in the Americas.,0,1,0,0,0,0
It does not suppress wrinkles?,1,0,0,0,0,0
Where were these new inhabitants welcomed?,0,0,0,0,0,1
Why did Pierce reject rationalism?,0,0,0,1,0,0
Is Photo Gallery automatically or separately installed?,1,0,0,0,0,0
This language is the official dialect of worship for the traditional sect for church worshipers of France?,0,1,0,0,0,0
Why is green the color of the environmental movement?,0,0,0,1,0,0
Why was there doubt about the Latin word?,0,0,0,1,0,0
Would a lower GAI mean higher apparent saturation or vividness of object colors?,0,1,0,0,0,1
Name two works that are often the subject of a variorum.,0,0,1,0,0,0
Did those in attendance at Dean's speech know about the 'Dean Scream'?,1,0,0,0,0,0
Did Japan support rival governments?,1,0,0,0,0,0
Why is the term saturation named as such?,0,1,0,1,0,0
Do other health concerns happen less frequently or more frequently with asthma?,0,0,0,1,0,0
The eastern communists new rhetoric was that the war was?,0,1,0,0,0,0
Name a parasitic ectosymbiont.,0,1,0,0,0,0
Why were the shelters soon abandoned in 1940?,0,0,0,1,0,0
Why is spirometry so commonly used to diagnose asthma?,0,0,0,1,0,0
Why did the need for Bermuda's salt diminish?,0,1,0,1,0,0
Did Jesus sacrifice himself without fighting?,1,0,0,0,0,0
Did the club later regret their choice?,1,0,0,0,0,0
Why can't Photo CDs work on any computer?,0,1,0,1,0,0
Why was Jens Galschiøt made to leave Hong Kong?,0,1,0,1,0,0
Why does sleep affect recall?,0,0,0,1,0,0
Why is a second meter usually unnecessary to monitor electricity use?,0,1,0,0,0,0
Why would France want to invade Hanover?,0,0,0,1,0,0
Why do broad winged birds avoid geographical barriers?,0,0,0,1,0,0
Why do the syllabaries differ?,0,0,0,1,0,0
Do people bet on the cockfighting or is it just for entertainment?,1,0,0,0,0,0
Are these other languages learned in the U.S. as popular as Spanish?,0,1,0,0,0,0
Why was Prince Hall Freemasonry formed?,0,1,0,1,0,1
Why was a more general 'religion' used in the language of the Second Amendment?,0,1,0,1,0,1
Do scientists know the cause of sexual orientation?,1,0,0,0,0,0
Is statistical mechanics asymmetric or symmetric in regards to time-reversal?,1,0,0,0,0,0
Has a woman ever broadcast a match?,1,0,0,0,0,0
Why did Philip move south?,0,0,0,1,0,0
Name two of the oldest civilizations that textual criticism has focused on.,0,0,1,0,0,0
Name the individual that consolidated the companies that were to become the Computing-Tabulating-Recording Company.,0,1,0,0,0,0
The CCA would not allow the CBC to broadcast unless they allowed this type of viewing?,0,0,0,1,0,0
Was René Descartes an idealist or a materialist?,0,1,0,0,0,0
Is streaming the television series the same day that premieres,1,0,0,0,0,0
Have researchers learned anything studying elasticity?,1,1,0,0,0,0
Why were parties upset in the 2005 election?,0,0,0,1,0,0
Why would an author utilize experimental narratives in literature?,0,0,0,1,0,1
Why is Thuringia's landscape not shaped by human influence?,0,1,0,1,0,0
Why is James' method considered radical?,0,0,0,1,0,0
Name the foreign loan words that have 5 to 7 phonemic tones?,0,0,1,0,0,0
Why did Gamper want Barcelona to acquire a stadium of its own?,0,0,0,1,0,0
Why was there a funding burst for the publishing of Princpia Mathematica?,0,1,0,1,0,0
In 2006 did most people prefer the Xbox 360 or PS3 versions of cross-platform games?,1,0,0,0,0,0
Why did China need to resettle people into Chongqing?,0,1,0,1,0,0
Why was Dinuzulu kaCetshwayo imprisoned on the island?,0,1,0,1,0,0
The CBC cited not wanting to pay for the transition from analog to digital as it's reason for doing this?,1,0,0,1,0,0
Why does the Main Street Station only receive rail traffic from Newport News and Williamsburg?,0,0,0,1,0,0
Why did Brasil need an adapted version of ASCII?,0,1,0,1,0,0
Why should lactating women increase their water consumption?,0,1,0,1,0,0
Name one person that Jewish ancestry traced back to?,0,1,0,0,0,0
Why was there tension the day after the election?,0,0,0,1,0,0
Is the structure of hardwood simple or complex?,1,0,0,0,0,0
Does al-Qaeda believe that Muslims in Burma are in danger?,1,0,0,0,0,0
Was there an energy efficiency improvement in the period 1974 through 1980?,1,0,0,0,0,0
Do chickens die in the sport of cockfighting?,1,0,0,0,0,0
Why was California allowed to disable the robots.txt blockage?,0,0,0,1,0,0
Can the members of the upper house be elected directly or indirectly?,0,0,0,1,0,0
Proximity and the ending of life is called?,0,1,0,0,0,0
Why was it not included in the series?,0,0,0,1,0,0
Why did Mary not need a Savior?,0,0,0,1,0,0
Why does Philips want non-standard discs to have the trademarked logo?,0,0,0,1,0,0
Why are some species becoming endangered in Portugal?,0,0,0,1,0,0
Do all societies use the term 'black' the same?,1,0,0,0,0,0
Why were the Fennica and Nordica chartered?,0,0,0,1,0,0
Is the Avian flu a risk only to animals?,1,0,0,1,0,0
Does a High Speed CD-RW drive write faster on ReWriteable CDs or High Speed ReWritable CDs?,0,0,0,0,0,1
Why didn't Soviets create fake elections in Poland?,0,0,0,1,0,0
The average daily temperature in Miami,0,1,0,0,0,0
Why are the use of rifles banned?,0,0,0,1,0,0
This band named after an animal was inspired by Queen?,0,1,0,0,0,0
Could the 16:9 aspect ratio be easily resized by a normal LD player or was the image significantly distorted?,0,0,0,0,0,1
Can the members of the upper house be impeached directly or indirectly?,0,1,0,0,0,1
Why were sled-dogs used to deliver medicine to Nome in 1925?,0,1,0,1,0,0
Why are more ligatures in Unicode likely to happen?,0,1,0,1,0,0
Is the name more ancient than other group names in the area?,1,0,0,0,0,0
Was the meeting at Canberra a group of people supporting or opposed to Franklin D. Roosevelt?,0,1,0,0,0,1
Why does Hume say we can know the sun will rise in the east?,0,1,0,1,0,0
Why did OSCE come to the US in 1990?,0,1,0,1,0,0
Was was the emphasis early on?,0,0,0,0,0,1
Did 9/11 lead to more FBI oversight?,1,0,0,0,0,0
Why did many of the proposed mega casinos never get further than the initial planning stages?,0,0,0,1,0,0
Why is cockfighting no longer something people want to be involved with?,0,1,0,1,0,0
Why do Europeans associate green with health?,0,1,0,1,0,0
Why is a loss of energy difficult to measure by weight?,0,1,0,1,0,0
Name the original Digimon anime.,0,1,0,0,0,0
Why did New York State ban unmarked cars for traffic cops?,0,0,0,1,0,0
Why was the Empire Stadium renamed to Wembley Stadium?,0,1,0,1,0,0
Name one third-generation technology that is market ready.,0,1,0,0,0,0
Incomplete metamorphosis insects are called?,0,1,0,0,0,0
Why do some kids achieve their full academic potential easily?,0,0,0,1,0,0
In 1803 was act of parliament supported by EIC?,0,0,0,1,0,0
Is the top quartile of HDI considered 'high' or 'very high' human development?,1,0,0,0,0,0
Why did the USAF plan to take a reduction-in-force?,0,0,0,1,0,0
Does an Apterygots have wings or wingless?,1,0,0,0,0,0
Is the end of adolescence and beginning of adulthood easily agreed upon or does it vary by country?,1,0,0,0,0,0
Was his classification scheme meant for males or females?,0,1,0,0,0,0
Why were three large portal used in the construction of the Roman Arch of Constantine?,0,0,0,1,0,0
Did the Whigs want to limit the monarch's power?,1,0,0,0,0,0
Why some lines of Paris Metro have to operate on a four-rail system?,0,0,0,1,0,0
Is Utrecht connected to the Dutch road system?,1,0,0,0,0,0
Is TB common or uncommon in the United States?,1,0,0,0,0,0
Why did the King dislike Victoria taking the trips?,0,0,0,1,0,0
What country has the largest area of GM cotton on Earth?,0,1,0,0,0,0
In developing countries is it common for children to attend fewer or greater years of formal schooling?,0,1,0,0,0,0
The percept at 200 Hz is commonly referred to as?,0,1,0,0,0,0
Why must High-power LEDs be mounted on a heat rise?,0,0,0,1,0,0
Why is attachment to things futile?,0,0,0,1,0,0
Does the amount of white matter in the brain increase or decrease over the course of adolescence?,0,1,0,0,0,0
Does a material breach necessarily suspend or terminate treaty relations?,1,0,0,0,0,0
Do males or females experience growth spurts first?,0,1,0,0,0,0
Has there been a recent increase or decrease in international students studying in Melbourne?,0,0,0,0,0,1
Were there any laws against marriage between whites and Asians in the US?,0,1,0,1,0,0
Are snate majority leaders more influential than Speaker of the house?,1,0,0,0,0,0
Do some cultures not use the term 'Black people'?,1,1,0,0,0,0
Why would someone prefer a second edition to a first edition?,0,0,0,1,0,0
Why does disc rot allow CD-Rs to last for years?,0,0,0,1,0,0
Why did Whitehead view the existence of God as a necessity for his metaphysical system?,0,0,0,1,0,1
Why did Francis fail to kill Queen Victoria?,0,0,0,1,0,0
In past eras has a non-league team reached the quarter finals?,0,1,0,0,0,0
Does research favor or reject the hypothesis that adolescents and adults think about risk similarly but hold different values and therefore come to different conclusions?,0,0,0,0,1,0
Have reviews praised the PS2's hardware or software more frequently?,0,0,0,0,0,1
Why did the anti-miscegenation not insure that there was no interracial mixing?,0,0,0,1,0,0
Will the same size scratch cause more problems for a DVD or LaserDisc?,0,1,0,0,0,0
Why is duck more common than other poultry in the east society?,0,0,0,1,0,0
Did the Whigs support or oppose the Catholic king?,0,1,0,0,0,0
Why are the ropes covered in powder?,0,0,0,1,0,0
Are their any mental health proffesionals that have programs to change sexual orientation?,0,0,0,1,0,0
Why did Iran have to build its own military hardware vehicles and weapons after the 1979 Revolution?,0,0,0,1,0,0
Why were laws limiting people of color passed?,0,0,0,1,0,0
Why were travelers often robbed under Fujiwara rule?,0,0,0,1,0,0
Why was the Port Phillip Channel Deppening Project subject to controversy and strict regulations?,0,0,0,1,0,0
Will an unbaptized infant survive or not if a sudden Armageddon were to occur?,0,0,0,0,1,0
Do the people of Greek ascendancy only speak Grecian languages?,1,0,0,0,0,0
The time span that is counted as the non-classical for the Greeks is from eras?,0,1,0,0,0,0
Why is threatening an industry unhelpful according to Clarke?,0,0,0,1,0,0
Why did American Baptist congregations work together?,0,0,0,1,0,0
Why is there no difficulty?,0,0,0,1,0,0
Why was John motivated?,0,0,0,1,0,0
Are cell walls of bacteria similar to cell walls of plants and fungi?,0,1,0,0,0,0
Why did some critics say that Chopin was too delicate?,0,0,0,1,0,0
Name one way Jewish cultural expressions differ in each community?,0,0,1,0,0,0
Are antibiotics used in diarrhea instances?,1,0,0,0,0,0
English firms were allowed to trade with India unless?,0,1,0,0,0,0
Is USB cheaper or more expensive than PoE?,1,0,0,0,0,0
Have the people of Greece done anything to make the matter more palatable for the people of Asia?,0,0,0,1,0,0
The use of light to achieve an aesthetic effect is known as?,0,1,0,0,0,0
Why is cycling popular in Tucson?,0,0,0,1,0,0
Do males or females appear physically mature before they are capable of reproduction?,0,1,0,0,0,0
Why is finding the first exemplar important in textual criticism?,0,0,0,1,0,0
Why do mountains between 19N and 19S tend to have snow?,0,0,0,1,0,0
Why are the other versions of ASCII not true ASCII?,0,0,0,1,0,0
Why did Ibn Sina burn the library?,0,1,0,1,0,1
Is textual criticism immune to bias on the part of the critic?,1,0,0,0,0,0
Do peer acceptance and social norms have a greater or lesser effect on behavior at the onset of adolescence?,0,0,0,1,0,0
Name two major events of the Seven Years' War In North America.,0,0,1,0,0,0
Why did Chesapeake Bay colonists begin to buy slaves?,0,1,0,1,0,0
Why does translation cause such issues among different cultures?,0,0,0,1,0,1
Why is the Global Development Division focused on sanitation for the poor?,0,1,0,1,0,0
Are there academic programs in Yale's residential colleges?,1,0,0,0,0,0
Why is unalloyed zinc used in construction applications?,0,1,0,1,0,0
Give three examples of target organisms of pesticides.,0,0,1,0,0,0
Did the glass industry have a preference for older working boys?,0,1,0,0,0,0
Why were women composers deemed not notable?,0,1,0,1,0,0
Did Eran Elhaik from Johns Hopkins University School of Public Health argue for or against Khazar descent?,0,0,0,1,0,0
Why do hydraulic elevators use more energy?,0,0,0,1,0,0
Why were all countries included?,0,0,0,1,0,0
Why can Uthman be considered the founder of a dynasty?,0,1,0,1,0,0
Were the elections held in an unbiased manner Burma in 2010?,1,0,0,0,0,0
Name a reason to take a database backward in time?,0,1,0,0,0,0
IBM committed to an expansion totaling this dollar amount in 2014?,0,1,0,0,0,0
Why did Japan attack America?,0,0,0,1,0,0
Why is Liaoning not assigned to any of China's operation fleets?,0,0,0,1,0,0
Why aren't homestead and subdivision areas more unpopular?,0,0,0,1,0,0
Why do selective pressures favor arctic environments?,0,0,0,1,0,0
Why did China purchase the STOBAR carrier Liaoning in 1998?,0,0,0,1,0,0
Why does Stewart Guthrie believe that people project their human features onto non-human things?,0,0,0,1,0,0
Is it known why developing countries are economically disadvantaged?,1,0,0,1,0,0
Why are sodas and high sugar fruit juices not recommended?,0,1,0,1,0,0
Describe Gaddafi's early childhood.,0,0,0,0,0,1
Why is New Mexico always an after thought in American -Spanish speaking society?,0,0,0,1,0,0
Why were the researchers recognized in 1952?,0,0,0,1,0,0
Was CBC one of the first or last stations to adopt a 24 hour schedule?,0,1,0,0,0,0
Why did kings increase the tax rate during this period?,0,0,0,1,0,0
IBM made an acquisition in 2009 name it.,0,1,0,0,0,0
Why did Europeans come to America?,0,0,0,1,0,0
Do defending champions get to play in the following year's Champions League if they don't have enough wins to qualify?,1,0,0,0,0,0
Why did the one-party government struggle after the major earthquake in 1985?,0,0,0,1,0,0
Why are different materials used in a lab than are used in factory production?,0,0,0,1,0,0
Does the Government of Ireland use the British Isle term?,1,0,0,0,0,0
Why did the Mongol princes ask for titles?,0,0,0,1,0,0
Does Florida benefit from taxes?,1,0,0,0,0,0
Why is less intellectual property more desirable?,0,1,0,1,0,0
Why did the construction of the Fine Arts Palace take so long?,0,0,0,1,0,1
Did Lisbon suffer any epidemics from the calamity?,1,1,0,0,0,0
Does the IHDI measure the 'average' or the 'potential' level of human development?,0,1,0,0,0,0
Why might the method gradually applying the operating voltage not be suitable to protect electrolytic capacitors in ancient devices?,0,1,0,1,0,0
Why did San Francisco schools close during the Cedar Fire?,0,1,0,1,0,0
Why were popular paints and pigments in the nineteenth century highly toxic?,0,1,0,1,0,0
Antigen cells in newborns are also struggle to do this?,0,0,0,0,0,1
Why was hunting usually done in Nordic countries in the 19th century?,0,0,0,1,0,0
Was place is Lahaul Spiti on the population chart even though it came first?,0,1,0,0,0,0
Has service ever been restored?,1,0,0,0,0,0
Name the largest ethnic group in Southeast Asia.,0,1,0,0,0,0
Why can American tort law not be easily summarized?,0,1,0,1,0,1
Why is the National bird of importance?,0,1,0,1,0,0
Do hemimetabolous insects change quickly or gradually?,1,0,0,0,0,0
Why did the Sicilian Wars end?,0,0,0,1,0,0
Why did South Africa lease land to the Democratic Republic of Congo?,0,0,0,1,0,0
Identify a new country that joined the war in 1762?,0,0,1,0,0,0
Queen on Fire included this 1982 concert?,0,1,0,0,0,0
Why did Vladimir chose Western Christianity?,0,0,0,1,0,0
Did mens arousal relate to the sexual interests?,0,0,0,1,0,0
If a team already qualifies for the Champions League and they winner the FA Cup or the League Cup will another team get to qualify for the Champions League?,0,0,0,1,0,0
Why does Van Praag believe the Ming court set up a diplomatic delegation with Tibet?,0,0,0,1,0,0
Why did development projects start in Algeria and Tunisia?,0,0,0,1,0,0
List three natural attractions of Nanjing.,0,0,1,0,0,0
Did the scientific revolution precede or follow the Age of Enlightenment?,0,1,0,0,0,0
Why did many hardware developers choose not to redesign the Mac operating system and rewrite the programming code?,0,0,0,1,0,0
Can an ACLs limit access to one person?,0,1,0,0,0,0
Why didn't they move to Dublin?,0,0,0,1,0,0
Mastic asphalt is the same as dense graded asphalt because why?,0,0,0,1,0,0
Why is it important to cook foods well?,0,0,0,1,0,0
Why wasn't agriculture successful?,0,0,0,1,0,0
As Chairman of the RCC list the first two things that Gaddafi accomplished.,0,0,1,0,0,0
Is there a consensus about the time that minority leadership officially emerged as a position?,0,1,0,0,0,0
Are Freemasons free to explore the craft?,0,1,0,0,0,0
Was the cathedral finished ,0,1,0,0,0,0
Is it believed that they truly aren't responsible in full for the collapse?,1,0,0,0,0,0
Why did they destroy the nuclear reactor?,0,0,0,1,0,0
Pollen transferred in the reproduction of plants is called?,0,1,0,0,0,0
For older adolescents is sexual activity in a romantic relationship associated with lower or higher levels of deviant behavior?,0,0,0,1,0,0
It is the term for favoring outsiders?,0,0,0,0,0,1
Why do debates not have a distinct winner?,0,1,0,1,0,0
Why have some species progressively shortened their return migration?,0,1,0,1,0,0
Advantages of electric traction include?,0,0,1,0,0,0
Why did Frederick III use a tax and a marriage in Upper Alsace?,0,0,0,1,0,0
Why did Stalin send two air forces divisions and other assistance to the Chinese?,0,1,0,1,0,0
Can females be drafted into the military?,1,0,0,0,0,0
Why isn't the southwest English-speaking?,0,1,0,1,0,0
Why is the US so important to Bermuda?,0,1,0,1,0,0
Why was the border between Mexico and the United States established one league south of San Diego Bay's most northern tip?,0,1,0,1,0,1
Did Charlemagne's expansion of the Frankish empire bring about a brief period of upheaval or stability in Francia?,0,0,0,1,0,0
Was the Goal of the Impact Team carried out?,1,0,0,0,0,0
Name two infrastructure projects Nasser spearheaded.,0,0,1,0,0,0
Why did UNFPA never change their name?,0,1,0,1,0,0
Why did Zeus strike down Asclepius with a lightning bolt?,0,0,0,1,0,0
Why has the black market declined in Palermo?,0,0,0,1,0,0
Why is the concentrate of uranium in farmland so high?,0,1,0,1,0,0
Why are collaborative agreements important?,0,0,0,1,0,0
Why do the constraints of deconstructing a flight deck affect the role of a carrier?,0,0,0,1,0,0
Why do agriculture and horticulture seek to make the most use of the solar energy captured?,0,1,0,1,0,0
Why is being a charity beneficial to Eton?,0,0,0,1,0,0
Have any other countries ever established a foot hold in Burma?,0,1,0,0,0,0
Why did the publisher change the cover picture on Feynman's book?,0,0,0,1,0,0
The first Permanent Colony in Florida is now known as what?,0,1,0,0,0,0
Do many cultures place value on the education of a young girl?,0,0,0,1,0,0
Were Laserdiscs or VHS more durable in the long run?,0,1,0,0,0,0
Is asthma worst during the day or at night time?,0,1,0,0,0,0
Why does the alpine area fluctuate greatly?,0,0,0,1,0,0
Why was the YouTube site first launched in 2010?,0,0,0,1,0,0
Why is Walt Disney unable to have characters such as Star-Lord appear?,0,0,0,1,0,0
Was it in the US or Canada that Witnesses first gained the right to abstain from military service?,0,1,0,0,0,0
Why were 45s more popular with jukeboxes?,0,1,0,0,0,0
Why did he receive criticism for I Walk the Line?,0,1,0,1,0,0
Iran's climate along its Capsian coast and northen forests is?,0,1,0,0,0,0
This program was awarded the National Medal of Technology and Innovation.,0,0,0,0,0,1
Why do many plants grow higher than normal in the Sahara?,0,1,0,1,0,0
Why were early mammals active at night?,0,0,0,1,0,0
Name a few professions that have the highest risk of colophony?,0,0,1,0,0,0
Are the changes then presented permanent?,1,0,0,0,0,0
Is the border between Armenia and Azerbaijan open or closed?,1,0,0,0,0,0
Why does Spielberg think aliens would visit?,0,0,0,1,0,0
Do domestic and wild geese have the same appearance?,1,0,0,0,0,0
This produces many modes of vibration that occur simultaneously.,0,1,0,0,0,0
Do I need a stadium to compete?,1,0,0,0,0,0
Why would a theory be true with lower probability?,0,0,0,1,0,0
Is the non-current frequency higher or lower at high speed?,1,0,0,0,0,0
Why was plant taxonomy developed?,0,1,0,1,0,0
Name the other type of adaptive immune system component?,0,1,0,0,0,0
Have the people of Greece done anything to make the matter more palatable for the people of Turkey?,1,0,0,0,0,0
Why was Pelosi seeking the Minority Whip position?,0,0,0,1,0,0
Are all multicultural Americans aware of their cultural heritage?,1,0,0,0,0,0
Why is Colorado always an afterthought in American-Spanish speaking society?,0,1,0,1,0,0
Can new clubs play too?,1,0,0,0,0,0
Why were low-ranking local tribes recruited?,0,0,0,1,0,0
Why did Kim Il-Sung redeploy his military troops?,0,0,0,1,0,0
Do boys or girls grow muscle faster during puberty?,0,0,0,1,0,0
Which papyrologist theorized lowercase letter actually developed from the fifth century uncials?,0,1,0,0,0,0
Why have people never reported zinc intoxication?,0,0,0,1,0,0
Why wasn't Diaz's plan completed?,0,0,0,1,0,0
Name one actor that Madonna was inspired by?,0,0,1,0,0,0
The highest ranking person's title in British india is?,0,1,0,0,0,0
Did the terms Enlightenment Lumieres Aufklarung and illuminismo refer to distinct or overlapping movements?,0,0,0,1,0,0
Why is Captain Fritz Joubert Duquesne famous?,0,0,0,1,0,0
Why type of churches did Emanuel Swedenborg visit?,0,0,0,1,0,0
Why did thousands of new workers flock to Houston?,0,0,0,1,0,0
Was terrorism considered a threat after the cold war?,0,1,0,1,0,0
Are any relatives of the first people of the Grecian world still around?,0,1,0,0,0,0
Name two reasons why the Low Countries turned against Philip II?,0,0,1,1,0,0
Name an exemplar of a predator that uses digestion to kill and gain nutrients from its prey.,0,1,0,0,0,0
Are appendices easy to use for the average reader?,1,0,0,0,0,0
All regions use the same supply voltages and?,0,1,0,0,0,0
Do theories say if Destot's bones were fractured?,1,0,0,0,0,0
Should alcohol be used while on antibiotics?,1,0,0,0,0,0
The two parallel East India company had a power struggle in both England and?,0,1,0,0,0,0
Did the people want Athanasius as their bishop?,1,0,0,0,0,0
Is sapwood the younger or older wood in a tree?,1,0,0,0,0,0
Are records generally out of print as of date?,1,0,0,0,0,0
Why did Hegel argue that finite qualities were real?,0,1,0,1,0,1
Is Burma now a democratic nation?,1,0,0,0,0,0
Was the administration of George Washington nonpartisan?,1,0,0,0,0,0
Why was the ability to play DVD-Video taken off of Windows Media Player?,0,1,0,1,0,0
Were the Masons political or non-political in the American Revolution?,0,1,0,0,0,0
Were slave masters allowed to free their slaves in the Roman Republic?,0,1,0,1,0,0
Was the famous school in Alexandria religious only?,0,1,0,0,0,0
Name a private business school located in Ann Arbor.,0,0,1,0,0,0
Residence that speak German as their mother tongue and families have been in place for generations are often consider?,0,0,0,1,0,1
Why cant artifacts from the Phoenicians be easily excavated?,0,1,0,1,0,0
Why do US troops visit Tajikistan every so often?,0,0,0,1,0,1
Are the cocoa beans grown in Samoa high or low quality?,0,1,0,0,0,0
Why is firearm muzzle energy often limited?,0,0,0,1,0,0
Why does a transistor increase a signal?,0,1,0,1,0,0
Why will The Weather Channel enter into a long-term agreement with NBCUniversal?,0,0,0,1,0,0
Why did demonstrators attack Russian soldiers in Khujand?,0,0,0,1,0,0
In one study it was found that the Ashkenazim were more or less diverse than their Middle Eastern relatives?,0,1,0,0,0,0
Why can't Koch's postulates be applied ethically for many human diseases?,0,0,0,1,0,0
Mary stated that she was the mother of Jesus but also referred to herself as?,0,1,0,0,0,1
Is Chinese a required or non-curriculum course?,1,0,0,0,0,0
Are bacteria cells smaller than eukaryotic cells?,1,0,0,0,0,0
In short the term Far East appeared to name this area,0,1,0,0,0,0
Name a hip/hop artist from the city?,0,0,1,0,0,0
Why were so many blacks repeatedly being imported from Africa?,0,1,0,1,0,0
Why might Sony have reduced the number of ports on the PlayStation 3 after production?,0,0,0,1,0,0
Why is it held at Webly Stadium?,0,0,0,1,0,0
Why does the mRNA match the sequence of the gene's DNA coding strand?,0,0,0,1,0,0
Name two dance groups that are based in Nanjing:,0,0,1,0,0,0
Why was Mayor Bob Filner asked to re-sign for longer?,0,0,0,1,0,0
In what year did Ireland join with Great Britain officially?,0,1,0,0,0,0
Why do sexual organisms have two copies of each chromosome?,0,0,0,1,0,0
The foundation has donated billions to sufferers of...,0,0,0,0,0,1
Why did nuclear arms negotiations with Russia fail prior to 1955?,0,0,0,1,0,0
Why are villages considering becoming car free zones?,0,0,0,1,0,0
Does this article cover east-west or north-south streets?,0,1,0,0,0,0
Did the Trilogy project go over budget?,0,1,0,0,0,0
Does the government allow access to any desired media channels for residents?,1,0,0,0,0,0
Do Haredi Jews tend to have large or small families?,0,0,0,1,0,0
Why helps add an extra bounce to the floor?,0,1,0,1,0,0
Why would Italian Americans want to get themselves designated as members of a preferred group?,0,0,0,1,0,1
Why did Coe donate to American studies programs?,0,0,0,1,0,1
Can players be transferred under an emergency outside the transfer windows?,1,0,0,0,0,0
Why are empiricists and rationalists similar?,0,1,0,1,0,0
Are there unacademic programs in Yale's residential colleges?,1,0,0,0,0,0
Why did monasteries have gardens?,0,1,0,1,0,0
Why were mosaics destroyed in the iconoclastic era?,0,0,0,1,0,0
Why does inert gas reduce efficiency?,0,0,0,1,0,0
Why does the collector voltage drop in grounded-emitter transistor circuits?,0,0,0,1,0,0
Why wasn't there a need to redesign the LaserDisc format to prevent piracy?,0,0,0,1,0,0
Why is the meat of geese considered lean?,0,1,0,0,0,0
The second truth is?,0,0,0,0,0,1
Why does the scientific method rely on its certainty?,0,0,0,1,0,0
Why did proposals about making the European sovereign debt assets more like the US Treasury?,0,0,0,1,0,0
Nam the major components for the City's growth.,0,1,0,0,0,0
If diarrhea is stopped would could happen?,0,0,0,1,0,0
Why did Pierce prefer the data-driven empiricist view?,0,0,0,1,0,0
Why did country borders not affect differences in style within Gothic architecture?,0,0,0,1,0,0
Why did youtube want to ensure only contractees music was played?,0,0,0,1,0,0
Why do some cops use bicycles to patrol?,0,0,0,1,0,0
Why was U Wisara involved in a resistance movement of such extremes?,0,0,0,1,0,0
Why does no breeding for poultry exist today?,0,0,0,1,0,0
Why is it often not worth bothering to identify an infectious agent?,0,0,0,1,0,0
Gautama didn't like the religious teaching he initially found because of why?,0,0,0,1,0,0
Why was the ability to play DVD-Video taken off of Windows Picture Player?,0,1,0,0,0,0
Why did some accuse Ibn Sina of burning down the royal church?,0,1,0,1,0,0
Is a trade union governed by the Office of the Scottish Charity Regulator?,1,0,0,0,0,0
Do American historians downplay or attribute the importance of Freemasonry in causing the American Revolution?,1,0,0,0,0,0
Have any other countries ever competed?,1,0,0,0,0,0
Is the city concerned with shipping?,1,0,0,0,0,0
Why does the Catholic Church not recognize the ordination of Protestant ministers?,0,1,0,1,0,1
Do all regions perceive that term 'black people' the same?,1,0,0,0,0,0
Why did party membership increase?,0,0,0,1,0,0
Why was the UN food and Agriculture Organization created in 1985?,0,1,0,1,0,0
Why are there calls for territorial changes?,0,1,0,1,0,0
Peter J. Wallison's conclusions regarding the financial crisis are not in agreement with this economist's views?,0,0,0,1,0,1
Is this identifying factor for official citizens of Greece still in effect today?,1,0,0,0,0,0
Why is transnational policing so accountable?,0,0,0,1,0,0
Did the CAFS accelerator work as planned?,1,0,0,0,0,0
Why is Mexico City vulnerable to flooding?,0,1,0,1,0,0
The system was able to provide positioning data between 55 E to 180 E longitude and ______ latitude?,0,1,0,0,0,0
Name one company that sells flexible-fuel cars?,0,1,0,0,0,0
Why did the FA decide to not use the new Wembley in 2003?,0,0,0,1,0,0
The study of diseases caused by immune system disorders is called?,0,1,0,0,0,0
Why is the term post-punk sometimes disputed?,0,1,0,1,0,0
Why might the method gradually applying the operating voltage not be suitable to protect electrolytic capacitors in modern devices?,0,1,0,1,0,0
Wiser division in southern Mali?,0,0,0,0,0,1
Why do tented camps support hunting?,0,0,0,1,0,0
Why was Victorias eyesight clouded?,0,0,0,1,0,0
Did the followers of Meletius obey the guidelines of Nicaea?,0,0,0,1,0,0
Is the legislature bicameral or unicameral?,1,0,0,0,0,0
Why did the Latin Americas Upper class support coup o'etats?,0,0,0,1,0,0
Why did tigers became extinct in Sariska?,0,0,0,1,0,0
Why did Wilson rotate officers between communities?,0,0,0,1,0,0
d,0,0,0,0,0,1
Why was it natural to have Ford Motor Company based in Cork?,0,1,0,0,0,0
