Question,Confirmation,Factoid,List,Causal,Hypothetical,Complex
Why was the commercialization of classical music harmful to the music industry according to Shawn Vancour?,0,1,0,1,0,1
Did the vast majority of participants in the competitions come from the richest segments of society or from the popular classes?,0,0,0,1,0,1
Why does Hume say we can know the sun will rise in the east?,0,1,0,1,0,0
Why does Sephardim represent the overwhelming majority of New World Jews?,0,1,0,1,0,0
Why is STOVL not used by other marines?,0,1,0,1,0,0
Why was Dinuzulu kaCetshwayo imprisoned on the island?,0,1,0,1,0,0
Why do the tubes of the phloem sieve stop forming?,0,1,0,1,0,0
Why are the labelling rules established?,0,1,0,1,0,0
Why can't federal courts just invent the law?,0,0,0,1,0,1
Why did it receive this award?,0,1,0,1,0,0
Detail the shifts in environmental policy if evidence of life was found on another planet?,0,0,1,0,1,0
Why would zinc possibly be derived from the imaginary word zinke?,0,1,0,1,0,0
Why did Frederick manage to withdraw?,0,1,0,1,0,0
Please cite one of the reasons why urbanization has developed in China.,0,1,0,1,0,0
Has any legislation enacted in 1991 allowed companies to sell land or was it repealed?,0,1,0,1,0,0
Why is a donor heart more sensitive to MI pain?,0,1,0,1,0,0
Why was COBOL created?,0,1,0,1,0,0
The relative separating of object colors illuminated by a light source is known as?,0,1,0,0,0,1
"What if the Earth's core cooled down significantly, what would be the immediate and long-term effects on the magnetic field and the life of the planet?",0,0,0,0,1,1
Detail the adjustments in urban planning for cities that need to accommodate flying cars and drones,0,0,1,0,1,1
Why are sodas and high sugar fruit juices not recommended?,0,1,0,1,0,0
Why is cotton grown as a regional crop?,0,1,0,1,0,0
The Royal Assent Act 1968 was passed why?,0,1,0,1,0,0
Why was the campus police established?,0,1,0,1,0,0
List the cultural shifts expected if humans developed the ability to communicate telepathically,0,0,1,0,1,1
Why did Sichuan see bastions on the continent?,0,0,0,1,0,1
Why was China's network security team established?,0,1,0,1,0,0
Why is the term post-punk sometimes disputed?,0,1,0,1,0,0
Why can't Mandarin and Cantonese be considered dialects?,0,0,0,1,0,1
Why was there a low point for English football?,0,1,0,1,0,0
Define lectio brevior,0,1,0,0,0,1
Are Greenland's glacial earthquakes increasing or decreasing as time goes on?,0,1,0,1,0,0
Why couldn't ideographers be simplified like Hangul?,0,1,0,1,0,0
Why was the border between Mexico and the United States established one league south of San Diego Bay's most northern tip?,0,1,0,1,0,1
Is the capital the holder of most of Myanmar's population?,1,1,0,0,0,0
Was there any specific reason why many Nicaraguans fled to the United States?,0,1,0,1,0,0
Why did the Normans adopt a Byzantine style of art?,0,0,0,1,0,1
Why are capacitors connected in parallel with power circuits of many devices and large systems?,0,1,0,1,0,0
What strategies would cities adopt if they had to become completely self-sustaining?,0,0,1,0,1,0
Was Menzies for or against the nationalization of the banking system in Australia?,0,1,0,1,0,0
Summary of the changes in international law needed to govern the colonization of other planets,0,0,1,0,1,1
Why did Henry VIII wish to execute his fifth wife?,0,1,0,1,0,0
"What would be the consequences of the discovery on Earth of an ancient civilization, technologically advanced beyond current levels?",0,0,0,0,1,1
Why are capacitors connected in parallel with the power circuits of many devices and large systems?,0,1,0,1,0,0
What would happen to the global economy if perfect memory technology were developed and marketed?,0,0,0,0,1,1
Why did CIRFU create Burnside rules?,0,1,0,1,0,0
Throughout European history was child labour seen as a positive?,0,1,0,1,0,0
The electric eel uses electric shock for defense and what other purpose?,0,1,0,1,0,0
Why is Colorado always an afterthought in American-Spanish speaking society?,0,1,0,1,0,0
Enumerate the challenges and solutions for maintaining privacy in an age of advanced surveillance technologies,0,0,1,0,1,1
Why did families send their girls to Diego's monastery?,0,1,0,1,0,0
Why did the United States form independent states?,0,0,0,1,0,1
Why are Arabic translation efforts important for Western translation traditions?,0,1,0,1,0,0
Is iron more dense than zinc?,1,1,0,0,0,0
List challenges and solutions to maintain privacy in the era of advanced surveillance technologies,0,0,1,0,1,1
Is there a test to diagnose spirometry?,1,1,0,0,0,0
What act by Disraeli allowed him to modify the Anglican liturgy?,0,1,0,0,0,1
Why did Microsoft increase the required resoultion for tablets?,0,1,0,1,0,0
Why do large PM motors use high energy magnets?,0,1,0,1,0,0
Did Lisbon suffer any epidemics from the calamity?,1,1,0,0,0,0
"In modern times, has the white/caucasian population increased or decreased since the 1970s?",0,1,0,1,0,0
Why was Media Transfer Protocol designed?,0,1,0,1,0,0
Why is xenon gas widely used?,0,1,0,1,0,0
List the implications for urban planning if personal flying vehicles became mainstream?,0,0,1,0,1,0
Why has Principia Mathematica been funded?,0,1,0,1,0,0
Why have the doors of educational reforms been criticized?,0,1,0,1,0,0
Why do debates not have a distinct winner?,0,1,0,1,0,0
The witch wars caused Palermo's contact with ancient Greece?,0,1,0,1,0,1
Why is glass evaporated?,0,1,0,1,0,0
Clarify the impact on global politics if a universal language is adopted overnight?,0,0,1,0,1,0
Why can temperatures differ so much between the city of Cork and the weather station maintained at the airport?,0,0,0,1,0,1
Why were so many blacks imported from Africa several times?,0,1,0,1,0,0
W is set to to be the major stock holder of the business that first rang a bell to begin in the winter of 2014 in Myanmar ?,0,1,0,0,0,1
Why is southern Nigeria losing its forests?,0,1,0,1,0,0
Why doesn't the old style use the British Empire?,0,1,0,1,0,0
Why were so many blacks repeatedly being imported from Africa?,0,1,0,1,0,0
Did Russian troops order to leave the principalities?,0,1,0,1,0,0
Why were the Empires and Kingdoms of Europe sent?,0,0,0,1,0,1
Why do some animals pass food through their gut twice?,0,1,0,1,0,0
Name three early Protestant reformers.,0,1,1,0,0,0
Cit one of the reasons why historians believe that conversion in Roman times was limited in number and did not represent much of the growth of the Jewish population?,0,1,0,1,0,1
Does the bilateral treaty between Switzerland and the European Union establish rights or obligations between the EU and its Member States?,0,1,0,0,0,1
Why were the first 256 code points made identical to ISO-8859-1?,0,1,0,1,0,0
"In addition to its association with danger, why was red chosen for traffic lights?",0,1,0,1,0,0
Why is Liaoning not assigned to any Chinese fleet?,0,1,0,1,0,0
Why was zinc used in the 1930s?,0,1,0,1,0,0
Name some cultural universals that exist with humans today.,0,1,1,0,0,0
Why is a QED vacuum impossible to achieve?,0,1,0,1,0,0
Why has UNFPA never changed its name?,0,1,0,1,0,0
Why did merchants prefer that their daughters not marry samurai?,0,1,0,1,0,0
Why do phloem sieve tubes stop forming?,0,1,0,1,0,0
Why can't the artifacts of the Phoenicians be easily excavated?,0,1,0,1,0,0
Why would an author utilize experimental narratives in literature?,0,0,0,1,0,1
Why did Microsoft decrease the required resolution for tablets?,0,1,0,1,0,0
Why has the possibility of playing BR-Video been removed from Windows Media Player?,0,1,0,1,0,0
Why is the Sumerian language generally considered to be a linguistic isolate?,0,1,0,1,0,1
Why did the Qing Qianlong Emperor send a large Chinese army into Tibet?,0,1,0,1,0,0
Why did NARA establish the National Archives in 1934?,0,1,0,1,0,0
If it became possible to accurately predict one's future through technology what would be the societal and psychological impacts?,0,0,0,0,1,1
Why did the Czechoslavs consider Czech and Slovak to be a single language?,0,1,0,1,0,0
If a way to visually record and replay dreams was invented what implications would it have for entertainment and therapy?,0,0,0,0,1,1
What political problem did Montini have to solve as a diplomat in Poland?,0,1,0,1,0,0
Why does a transistor increase a signal?,0,1,0,1,0,0
Why has agriculture become so important to the Armenian economy?,0,1,0,1,0,0
Were tariffs held by the public or private sector in Menzie's economy?,0,1,0,0,0,1
Has the Government of Myanmar made life easier for its people?,1,0,0,1,0,0
Why was the Royal College of Chemistry founded?,0,1,0,1,0,0
Why did Peel resign his commission?,0,0,0,1,0,1
What are two reasons why the Netherlands turned against Philip II?,0,0,1,1,0,0
Why are some scientists uncertain about the diversification of life?,0,0,0,1,0,1
Why were the prince electors able to proclaim themselves King of Prussia?,0,0,0,1,0,1
Why are dogs considered unclean in Islam?,0,1,0,1,0,0
Why was the buffalo killed?,0,1,0,1,0,0
Social unrest has led to conflict?,1,0,0,1,0,0
Why did sport hunters find the Arabian oryx to be a worthwhile quarry to hunt?,0,1,0,1,0,0
Why is Egypt considered a cradle of civilization?,0,1,0,1,0,0
Why did the constitutional court decide to hear the Hesse State complaint?,0,0,0,1,0,1
What would happen if the French stopped eating bread completely? How would this affect their culture and economy?,0,1,0,0,1,0
Have any railways been electrified?,1,1,0,0,0,0
List the environmental benefits and drawbacks if the majority of the world's population moved into eco-friendly megacities,0,0,1,0,1,1
Did the Mongol invasions of Burma leave any lasting signs?,0,1,0,1,0,0
List public health strategies for a world where genetic modification can prevent all diseases,0,0,1,0,1,1
Why isn't cockfightering a business that people want to get involved with?,0,1,0,1,0,0
Would a lower GAI mean higher apparent saturation or vividness of object colors?,0,1,0,0,0,1
Do we think they're really not responsible for the collapse?,0,1,0,1,0,0
Why does land availability affect solar energy?,0,1,0,1,0,0
Why did Robert Brown use the term dicotyledonous?,0,1,0,1,0,0
Why did Schumann say that the Poles were in mourning?,0,1,0,1,0,0
Why isn't the initial Ebola stage very contagious?,0,1,0,1,0,0
Why did Hegel believe that natural things are less real than spiritual things?,0,0,0,1,0,1
Is the colour difference between the heartwood and the sapwood generally very subtle or visible?,1,1,0,0,0,0
Why was the original ReWriteable CD written only at speeds faster than 4x?,0,1,0,1,0,0
"If a global pandemic could be predicted with absolute certainty 10 years in advance, what steps should humanity take to prevent it?",0,0,0,0,1,1
Would a text written in Middle Dutch be readable or unintelligible for a Dutch speaker today?,0,1,0,1,0,0
Why in developing countries do children often attend fewer years of formal schooling?,0,1,0,1,0,0
Why have some species gradually shortened their return migration?,0,1,0,1,0,0
Describe the changes in human behavior if everyone could remember everything perfectly?,0,0,1,0,1,0
"How did the French educational system evolve over time, and what are some of the challenges it's currently facing?",0,1,0,1,0,1
"How has the French education system evolved over time, and what are the challenges it is currently facing?",0,1,0,1,0,1
Why does DNA replication and transcription occur in the 5'→3' direction?,0,1,0,1,0,0
Is the exact reason known that Jesus got Crucified for?,1,0,0,1,0,0
Do glaciers require permanent snow or only temporary coverage?,1,0,0,0,1,0
"Why could two plants be similar, but not in the same group?",0,0,0,1,0,1
Are British English and American English considered to be languages or dialects distinct from one language?,0,0,0,1,0,1
What if the Earth's core cooled down significantly; what would be the immediate and long-term effects on the planet's magnetic field and life?,0,0,0,0,1,1
Why can we find thousands of anthropological references to these subjects?,0,1,0,1,0,0
Why did the Chinese government ban Windows 8 based products?,0,1,0,1,0,0
In reference to education in Swaziland what is an NCP otherwise known as?,0,1,0,0,0,1
Does adolescent participation in family work and routines have a positive or negative influence on feelings of self-worth care and concern for others?,0,0,0,1,0,1
List the effects on world trade if all borders were open without restriction?,0,0,1,0,1,0
Are Greenland's ice earthquakes increasing or decreasing over time?,0,1,0,1,0,0
Who did Gorbachev make First Secretary of the Azerbaijan Communist Party in 1988?,0,1,0,0,0,1
Why might the method gradually applying the operating voltage not be suitable to protect electrolytic capacitors in modern devices?,0,1,0,1,0,0
Since 2011 direction has Forign direct investment gone?,0,1,0,1,0,0
Why did Telnet define an ASCII as a virtual network terminal?,0,1,0,1,0,1
Why has California not become officially bilingual?,0,1,0,1,0,0
What has removed the political borders of Western Asia?,0,1,0,1,0,0
Why isn't the southwest English-speaking?,0,1,0,1,0,0
Why is Bermuda considered an offshore financial center?,0,1,0,1,0,0
The Siege of 1812 was fought against?,0,1,0,1,0,0
Why did Emperor Yogle send Hou Xian and Zhi Guang to Tibet?,0,1,0,1,0,0
What are the main economic and cultural factors influencing the fashion industry in Paris?,0,0,1,1,0,1
Why was Penicillium never marketed?,0,1,0,1,0,0
Why is the US so important to Bermuda?,0,1,0,1,0,0
Would an average text written in Dutch be legible or incomprehensible to a Dutch speaker today?,0,1,0,1,0,0
Why was the paper strip better than the magnetic tape?,0,1,0,1,0,0
Why does England have its own Parliament?,0,1,0,1,0,0
Why may the dominant reading may be the weaker reading?,0,0,0,1,0,1
Define 'lectio difficilior',0,1,0,0,0,1
Why was the Conservative Party formed?,0,1,0,1,0,0
Assemblers often mount components on portals rather than single PCBs why?,0,1,0,1,0,0
Why does Alsace decline as a prosperous territory?,0,0,0,1,0,1
Why are gram-negative bacteria more toxic than gram-positive bacteria?,0,0,0,1,0,1
List the major changes in global economies if cryptocurrency replaces traditional banking?,0,0,1,0,1,0
Why did the Vikings stop using complicated words?,0,1,0,1,0,0
Why did Pritz Klein find the KSOG?,0,1,0,1,0,0
Why is energy loss difficult to measure by weight?,0,1,0,1,0,0
Did the loss of Silesia by Austria intensify its battle with Prussia?,1,0,0,1,0,0
Will cyberterrorism evolve with new technology?,0,1,0,0,1,0
"Mary said she was Jesus' mother, but her name was also?",0,1,0,0,0,1
What did Burke call corporate tyranny in India?,0,1,0,1,0,0
Why did the tigers disappear in Sarika?,0,1,0,1,0,0
Why was the Quianjiang Municipality formed?,0,1,0,1,0,0
Why do so many multinationals don't have their Latin American headquarters in Miami?,0,0,0,1,0,1
What caused a need for more industry?,0,1,0,1,0,0
Why are renewable energy an unattractive option?,0,1,0,1,0,0
Was Melbourne more or less affected by the Late-2000s financial crisis in comparison to other Australian cities?,0,1,0,1,0,0
Why does chicken have the lowest fat content in meat?,0,1,0,1,0,0
In Hegel's thought what inner reality is possessed by both subject and object?,0,1,0,0,0,1
Why have these recent immigrants had trouble becoming permanent residents?,0,0,0,1,0,1
Why is some energy in the electroluminescence process emitted as heat and darkness?,0,1,0,1,0,0
Why have some species progressively shortened their return migration?,0,1,0,1,0,0
Why did Northwestern replace it's original official colors of yellow and gold?,0,1,0,1,0,0
"Why did the French government decide to build the TGV (high-speed train) network, and what have been the economic benefits of this decision?",0,0,0,1,0,1
List the transformations in daily life if humans no longer needed sleep?,0,0,1,0,1,0
Did John Locke want to encourage or avoid a thorough debate on the essence of Christianity?,0,0,0,1,0,1
Why do people in Japan eat a high-fibre diet?,0,1,0,1,0,0
Why did the Japanese begin to breed quails in the 20th century?,0,1,0,1,0,0
List the steps needed to create a global network of environmental sanctuaries that preserve biodiversity,0,0,1,0,1,1
What caused the reappearance of Greek monotony in politics?,0,1,0,1,0,0
Why is there a debate about not moving the Alaskan capital to another city?,0,1,0,1,0,0
Why was Nasser rejected from the Academy?,0,1,0,1,0,0
Can a unborn child face issues with stress than can affect their past abilities?,0,0,0,1,1,0
Is using the tax revenues and credit of the more stable banks to bail out the ones in danger of default an accepted practice?,1,0,0,1,0,0
Why did the art of the Ottoman empire develop the way it did?,0,0,0,1,0,1
Why did the mural mosaics not usually survive in the region?,0,1,0,1,0,0
What invasion caused the collapse of the Malian Empire?,0,1,0,1,0,0
Why was there concerns in 2010?,0,1,0,1,0,0
IndyMac resisted efforts by regulators to tighten the criteria of their loans?,1,0,0,1,0,0
Why had German raids decreased between 1916-1918?,0,1,0,1,0,0
Why did Robert Brown use the term dicotyledone?,0,1,0,1,0,0
"What were the social, political, and economic reasons behind the French Revolution?",0,1,0,1,0,1
Why should birds perceive ultraviolet light?,0,1,0,1,0,0
Why were the gates foundation educational reforms critcized?,0,1,0,1,0,0
Why are the tops of glaciers rigid?,0,1,0,1,0,0
"Why was a more general ""religion"" used in the language of the second amendment?",0,1,0,1,0,1
What did Burke think he had dishonored Britain in India?,0,1,0,1,0,0
Why have digital codes been converted into graphic codes?,0,1,0,1,0,0
Detail the changes in family dynamics if humans had a lifespan of 200 years?,0,0,1,0,1,0
Why do RLV discs have a blue or purple reflective color?,0,1,0,1,0,1
Why do birds need to molt?,0,1,0,1,0,0
Why was this film relevant enough to be the first ?,0,0,0,1,0,1
Why wasn't philosophy taught in the Ottoman madaris?,0,1,0,1,0,0
Why are newborns described as being physiologically immunodeficient?,0,1,0,1,0,0
Why are Dzongkha Sikkimese Sherpa and Ladakhi considered as separate languages?,0,1,0,1,0,0
Why did Eastern power believe that the Soviet government would not participate in another world war?,0,1,0,1,0,0
why is a QED vacuum impossible to achieve ?,0,1,0,1,0,0
Outline the changes in international law required to govern the colonization of other planets,0,0,1,0,1,1
Why has copyright infringement recently increased?,0,1,0,1,0,0
Why did humans feel that additional breeding tactics were necessary in poultry?,0,1,0,1,0,0
Why have mathematical relations become necessary?,0,1,0,1,0,0
Why was the original ReWriteable CD written only at speeds greater than 4x?,0,1,0,1,0,0
Why are empiricists and rationalists alike?,0,1,0,1,0,0
Why was the internet developed?,0,1,0,1,0,0
Why has a step been added to the production useful for large projects?,0,1,0,1,0,0
Why does chicken have the lowest fat content of any meat?,0,1,0,1,0,0
"Apart from promoting diversity, does Eastland think that the other reason for positive action is?",0,1,0,0,0,1
What measures should society take if teleportation becomes the main mode of transport?,0,0,1,0,1,0
Why were the French troops in Bern?,0,1,0,1,0,0
Overvaluation of bundled subprime mortgages was based on the theory that housing prices would continue to do this?,0,1,0,1,0,0
Why have mammals been added to the list of protected species?,0,1,0,1,0,0
Electricity is generated from non-renewable forms including?,0,1,1,0,0,0
Why does Eritrean cooking tend to feature more seafood than Ethiopian cuisine?,0,1,0,1,0,0
Whose reign was marked by the acceleration of military expansion?,0,1,0,1,0,0
When did comic book sales begin to decline?,0,1,0,1,0,0
Why does land availability have an effect on solar energy?,0,1,0,1,0,0
Why have the educational reforms of the Gates Foundation been criticized?,0,1,0,1,0,1
Why do some Bermudans oppose the emphasis on cultural ties between the West Indies?,0,0,0,1,0,1
What if a single language evolves to become the universal mode of communication; what would be lost and what would be won,0,0,0,0,1,1
Why did Moscow begin to repress the Ukrainian language?,0,0,0,1,0,1
Detail the effects on global politics if a universal language was adopted overnight?,0,0,1,0,1,0
Where did Frederick invade in 1758?,0,1,0,1,0,0
How would the introduction of a universal translator device that could decode animal thoughts have an impact on human-animal relations and ethics?,0,0,0,0,1,1
Why do some accuse Ibn Sina of burning the royal church?,0,1,0,1,0,0
What measures would be necessary if artificial intelligence started making governmental decisions?,0,0,1,0,1,0
Why do people in Japan eat a diet high in fiber?,0,1,0,1,0,0
Imagine the societal changes that would occur if humans could photosynthesize and partially sustain themselves on sunlight,0,0,0,0,1,1
Does the summer get warmer than 90 degrees?,0,1,0,0,1,0
Does sleep hurt a persons memory?,1,0,0,1,0,0
List potential conflicts and resolutions in a society where humans coexist with sensitive AI,0,0,1,0,1,1
Why was collapsing the two values into one score a problem?,0,1,0,1,0,0
What withdrew the political boundaries of West Asia?,0,1,0,1,0,0
Why were AC motors used?,0,1,0,1,0,0
Why are dogs viewed as unclean in Islam?,0,1,0,1,0,0
Why were Americans allowed to start checking more than one box to identify their race in the Census in 200?,0,1,0,1,0,0
Why were sled-dogs used to deliver medicine to Nome in 1925?,0,1,0,1,0,0
Why didn't California officially become bilingual?,0,1,0,1,0,0
Why did Feynman decide never to have a truck?,0,0,0,1,0,1
Explain ethical considerations in a future where genetic editing allows custom-designed animals and animals,0,0,1,0,1,1
Why can't glaciers form in polar deserts?,0,1,0,1,0,0
Why does translation cause such issues among different cultures?,0,0,0,1,0,1
Why do satellites have to pull engines every few days to maintain orbit?,0,1,0,1,0,0
Why can dominant reading be the weakest reading?,0,0,0,1,0,1
Is there a method for classifying allergen subgroups beyond the existing system?,1,1,0,0,0,0
What did Burke call tyranny in India?,0,1,0,1,0,0
Outline the strategies for environmental conservation in a world where weather can be controlled artificially,0,0,1,0,1,1
Why is the Permanent Fund an exception to the premise of the Alaskan Constitution?,0,1,0,1,0,0
Why should the website be deleted?,0,1,0,1,0,0
Why were loose tolerances allowed for compliant USB connectors?,0,1,0,1,0,0
Why does Hume say we can know that the sun will rise to the east?,0,1,0,1,0,0
What event led to power by the Soviet government?,0,1,0,1,0,0
List the societal changes needed to adapt to a lifestyle where humans no longer need to sleep,0,0,1,0,1,1
Who did Victoria have to live with because she wasn't married?,0,1,0,0,0,1
Why were nine large portals used in the construction of the Roman Arch of Constantine?,0,1,0,1,0,0
Why was Shtokavian suggested as a common language basis?,0,1,0,1,0,0
Did Mexico play a part in the war?,1,0,0,1,0,0
Did the FBI investigate Martin Luther King Jr.?,1,0,0,1,0,0
Why do miniature MP engines use high-energy magnets?,0,1,0,1,0,0
Why do almost all carriers using conventional aircraft have stopped recovery systems?,0,1,0,1,0,0
Why was a cybersecurity plan unveiled in October 2010?,0,1,0,1,0,0
"Why was the word ""national"" a cause of alarm for federalists and anti-federalists?",0,1,0,1,0,0
Why did the Nicaraguans come to America?,0,1,0,1,0,0
Why can outdoor activities take place all year round in Miami?,0,1,0,1,0,0
Why was Jens Galschiøt made to leave Hong Kong?,0,1,0,1,0,0
Enumerate the effects on education if students could learn through virtual reality simulations?,0,0,1,0,1,0
Why do large PM engines use high-energy magnets?,0,1,0,1,0,0
Why did a small group of people remain on Norfolk Island after others had already left?,0,1,0,1,0,0
Why did a revolution occur in Strasbourg in 1332?,0,1,0,1,0,0
How would global cultures and languages evolve if humans started colonizing other planets within the next century?,0,0,0,0,1,1
Why are Dzongkha Sikkimese Sherpa and Ladakhi considered to be separate languages?,0,1,0,1,0,0
Why is the Permanent Fund not an exception to the premise of the Alaskan Constitution?,0,1,0,1,0,0
Has the government's response to the Enlightenment been consistently positive or very varied?,0,0,0,1,0,1
Can an unborn child face stress problems that may affect his or her past abilities?,0,0,0,1,1,0
Why is there a cyber security month?,0,1,0,1,0,0
Does a tree that grows rapidly in the open have a thinner or thicker sapwood for its size than the same type of tree in a dense forest?,0,1,0,1,0,0
Why did OSCE come to the US in 1990?,0,1,0,1,0,0
Why does a computer create a browser extension?,0,1,0,1,0,0
Why did Coe donate to American studies?,0,0,0,1,0,1
Why was purification therapy delayed?,0,1,0,1,0,0
Did Josef Jungmann think that German would come back as his main language?,0,0,0,1,0,1
Gaddafi was an avid reader. Name three biographies that he read.,0,1,1,0,0,0
Why did they decide against deleting all the code?,0,0,0,1,0,1
Why are some more important transformations not allowed?,0,1,0,1,0,0
Why is the United States so important to Bermuda?,0,1,0,1,0,0
Why would an author use experimental accounts in literature?,0,0,0,1,0,1
Outline the ethical considerations in a future where genetic editing allows for custom-designed pets and animals,0,0,1,0,1,1
Why type of conflict is sociocultural anthropology interested in?,0,0,0,1,0,1
Why did Stalin send two air forces divisions and other assistance to the Chinese?,0,1,0,1,0,0
Why is some energy in the electroluminescence process emitted by heat and light?,0,1,0,1,0,0
Why is Lisbon a popular stopover for many foreign airlines?,0,1,0,1,0,0
Why did the FBI stop testing the bullets?,0,0,0,1,0,1
Can the members of the upper house be impeached directly or indirectly?,0,1,0,0,0,1
Why was the Alaska Permanent Fund established?,0,1,0,1,0,0
Explain the process and impacts of the transition to a fully digital and decentralized global currency,0,0,1,0,1,1
Why was their use limited?,0,1,0,1,0,0
Why does the Catholic Church not recognize the ordination of Protestant ministers?,0,1,0,1,0,1
Why did Alsace decline as a prospering territory?,0,0,0,1,0,1
Why did the Somers Isles Company decide to surpress shipbuilding?,0,1,0,1,0,0
Why is a gain of energy difficult to measure by weight?,0,1,0,1,0,0
Why did the construction of the Palais des Beaux-Arts take so long?,0,0,0,1,0,1
Why can't Mexico City become a state?,0,1,0,1,0,0
Why is Thuringia's landscape not shaped by human influence?,0,1,0,1,0,0
"What would happen if French cuisine ceased to exist, and how would this impact French society and culture?",0,0,0,1,1,0
Why is the value of C0 not actually inaccessible?,0,1,0,1,0,0
The violence that began in 1963 caused the death of many Turks?,1,0,0,1,0,0
Why did Brasil need an adapted version of ASCII?,0,1,0,1,0,0
Why was Shtokavian suggested as a common language base?,0,1,0,1,0,0
Why do parasitic species lay their eggs on their prey?,0,1,0,1,0,1
"Is it true that the French are the largest consumers of wine in the world, and if so, what are the reasons for this?",1,1,0,0,0,1
Why did the Chesapeake Bay settlers begin to buy slaves?,0,1,0,1,0,0
Is child labour prevalent in Australia?,0,1,0,1,0,0
What was the policy created by the Vice-President due to the boom in defense jobs?,0,1,0,0,0,1
Why did the board choose to appoint the University of Washington after George Washington?,0,1,0,1,0,1
Why is the Permanent Fund not an exception to the Alaskan Constitution?,0,1,0,1,0,0
Imagine a world where personal quantum computers are the norm; what would be the implications for privacy and computing power,0,0,0,0,1,1
Why is spirometry used to diagnose COPD?,0,1,0,1,0,0
Why did some landlords burn their own buildings?,0,1,0,1,0,0
Have the actions of the Chinese solved their problems?,1,0,0,1,0,0
Why were high schools not created?,0,1,0,1,0,0
Why are tagging rules made?,0,1,0,1,0,0
Why did Whitehead view the existence of God as a necessity for his metaphysical system?,0,0,0,1,0,1
Why have measles and smallpox epidemics been so easily decimated by the Taínos population?,0,0,0,1,0,1
Outline the societal adjustments if humans gained the ability to photosynthesize?,0,0,1,0,1,0
Why is it possible that the name zinc could be derived from the German zinn?,0,1,0,1,0,0
Why is Liaoning assigned to one of China's operational fleets?,0,1,0,1,0,1
Name the wars that have been caused by intense competition between the EIC and the Dutch East India Company,0,0,1,0,0,1
Why have Eritrean government officials participated in numerous meetings with NGO representatives?,0,0,0,1,0,1
Why was a more general 'religion' used in the language of the Second Amendment?,0,1,0,1,0,1
Name an event that occurred in the Arab world during Gaddafi's childhood that influenced his life.,0,1,0,0,0,1
How did George of Cappadocia die outside of prison?,0,1,0,1,0,1
"What were the social, political and economic reasons for the French Revolution?",0,1,0,1,0,1
Is treatment with corticosteroids harmful or beneficial?,0,1,0,1,0,0
Why was COBOL removed?,0,1,0,1,0,0
Detail the steps for establishing a global healthcare system capable of responding to pandemics within days,0,0,1,0,1,1
Why find the last important example in textual criticism?,0,1,0,1,0,0
Why has the term fingers become popular?,0,1,0,1,0,0
Why was there a weak point for English football?,0,1,0,1,0,0
"Why has the commercialization of classical music been detrimental to the music industry, according to Shawn Vancour?",0,1,0,1,0,1
Why was The Yale Report established?,0,1,0,1,0,1
Why did the Yongle Emperor send Hou Xian and Zhi Guang to Tibet?,0,1,0,1,0,0
Why don't so many multinationals have their Latin American headquarters in Miami?,0,0,0,1,0,1
Why did Dominic travel to Denmark in 1203?,0,1,0,1,0,0
Why is static analysis impossible with query languages?,0,1,0,1,0,0
Why was the Food and Agriculture Organization of the United Nations established in 1985?,0,1,0,1,0,0
Enumerate the impacts on the entertainment industry if full sensory virtual reality was invented?,0,0,1,0,1,0
Why is avian influenza only a risk to animals?,0,1,0,1,0,0
Why were pejorative terms sometimes used for indigenous populations?,0,1,0,1,0,0
Why does race undermine social cohesion in America?,0,0,0,1,0,1
What reign was marked by the acceleration of military expansion?,0,1,0,1,0,0
Why did NARA create the Presidential Library System?,0,1,0,1,0,0
Gaddafi was a greedy reader. Name three biographies he read.,0,1,1,0,0,0
Imagine the impact on global tourism if virtual reality experiences become inseparable from real adventures,0,0,0,0,1,1
Why did Shell sue?,0,1,0,1,0,0
Why do critics hate focusing on Shakespeare?,0,1,0,1,0,0
Why does Victoria inherit the throne?,0,1,0,1,0,0
"Great Britain, which has adopted the role of world policeman, is known as the",0,1,0,1,0,0
Why did the prophet Muhammad estimate men in Medina?,0,1,0,1,0,0
Is the Avian flu a risk only to animals?,1,0,0,1,0,0
Are all sources of the crucification literary?,0,1,0,1,0,0
Why are the older neighborhoods of San Diego unpopular with cyclists?,0,1,0,1,0,0
How would the human lifespan extension to 150 years affect retirement systems and intergenerational relations?,0,0,0,0,1,1
Why is God's representation forbidden in the Islamic world?,0,1,0,1,0,1
Why were blacks afraid to identify themselves as Africans?,0,1,0,1,0,0
Why did Encyclopedias and dictionaries become more popular during the Age of Reason?,0,1,0,1,0,0
Why do almost all carriers using nonconventional aircraft have arrested-recovery systems?,0,1,0,1,0,0
What idea has Karl Marx used to combat structural integration problems?,0,1,0,1,0,0
Why is it said that the Italian style cannot hold its own session?,0,1,0,1,0,0
Why were numeric codes converted to graphic codes?,0,1,0,1,0,0
Why is STOVL used by other navies?,0,1,0,1,0,0
Why do many plants grow higher than normal in the Sahara?,0,1,0,1,0,0
Imagine if all humans had an innate ability to feel when they were being lied to; how would that transform personal relationships and politics?,0,0,0,0,1,1
Were the vast majority of contest participants from the wealthier strata of society or the popular classes?,0,0,0,1,0,1
Why were free tolerances allowed for compliant USB connectors?,0,1,0,1,0,0
Why did Ibn Sina burn the library?,0,1,0,1,0,1
Why were researchers recognized in 1975?,0,1,0,1,0,0
