Question,Confirmation,Factoid,List,Causal,Hypothetical,Complex
Is this identifying factor for official citizens of Greece still in effect today?,1,0,0,0,0,0
Did the CAFS accelerator work as planned?,1,0,0,0,0,0
Name one company that sells flexible-fuel cars?,0,1,0,0,0,0
The study of diseases caused by immune system disorders is called?,0,1,0,0,0,0
Wiser division in southern Mali?,0,0,0,0,0,1
Is the legislature bicameral or unicameral?,1,0,0,0,0,0
Why did tigers became extinct in Sariska?,0,0,0,1,0,0
d,0,0,0,0,0,1
Was Hebb's thought of the relationship between short and long term memory true?,0,0,0,0,0,1
Name a National Park in Florida,0,0,1,0,0,0
Does a parental divorce during childhood or adulthood have a positive or negative effect on a person during early adulthood?,0,0,0,0,0,1
Name the 3 public radio stations?,0,0,1,0,0,0
Does child labour exist in the 21st century?,0,1,0,1,0,0
One way to increase college graduation by the foundation is ,0,0,0,0,0,1
Why might Sony have reduced the number of ports on the PlayStation 3 before production?,0,0,0,1,0,0
Did Athanasius want to be the Saint of Alexandria?,1,0,0,0,0,0
Are certain parts of the bird used for particular reasons in relation to receipes?,1,0,0,0,0,0
Why did P. Christiaan Klieger believe that the Ming court supported high Tibetan lamas?,0,0,0,1,0,0
Why do Jehovah Witnesses believe the Bible condemns mixing of religions?,0,0,0,1,0,0
Name a hospital owned by INTEGRIS Health?,0,1,0,0,0,0
Do the people studied in different research perform as well after stress as they did before becoming in contact with stressful situations?,1,0,0,0,0,0
Name another major group that Jews are often identified as belonging to?,0,0,0,0,0,1
Which population groups were excluded from most institutions of the public sphere?,0,0,0,0,0,1
Why type of conflict is sociocultural anthropology interested in?,0,0,0,1,0,1
Was Fort Roon named after one of the French generals or classified as a Monuments historiques?,0,0,0,0,0,1
Had the Football League First Division ever been in the top level?,0,0,0,1,0,0
Has the number of entrants stayed the same?,1,0,0,0,0,0
Did Athanasius want to be the Patriarch of Alexandria?,1,0,0,0,0,0
Does a person's memory capacity increase with age?,1,0,0,0,0,0
Why were outbreaks of measles and smallpox able to so easily decimate the Taínos' population?,0,0,0,1,0,0
Why did Feynman decide to turn down an offer from the Institute of Advanced Study?,0,0,0,1,0,0
Name a compound that can mobilize sold copper?,0,1,0,0,0,0
Why do scholars say the times are different depending on the gospel it's written in?,0,0,0,1,0,1
Wich was the first tribe to speak Insular Celtic?,0,1,0,0,0,0
Are normal droppings also eaten?,1,0,0,0,0,0
Extremely bright lights used to deter crime are called?,0,1,0,0,0,0
Why do food chains start with plants?,0,1,0,1,0,0
Is adolescence usually accompanied by increased parental supervision or increased independence?,1,0,0,0,0,0
Were Roman soldiers expected to purchase their own equipment?,1,0,0,0,0,0
Has the government of Myanmar made life any easier for it's inhabitants?,1,0,0,1,0,0
Does New Mexico's language also include other dialect?,1,0,0,0,0,0
Due to this the overall traffic planning tend to assure landing queues are avoided.,0,1,0,0,0,0
Are there breed standards used for the competitions?,1,0,0,0,0,0
Why would zinc possibly be derived from the German word zinke?,0,0,0,1,0,0
Why did Kierkegaard believe humans could have a system for reality?,0,0,0,1,0,1
Why does Windows RT only work with apps excluded with the system?,0,0,0,1,0,0
Himachal is extremely rich in?,0,1,0,0,0,0
Do different countries refer to plants by different names?,0,1,0,0,0,0
Is the trophy decorated?,1,0,0,0,0,0
Why Are China France Russia the UK and the US seen as by middle powers?,0,1,0,1,0,1
Were there more Democrats or Republicans in 2017?,0,0,0,0,0,0
Why is the use of solar balloons typically limited to the toy market?,0,1,0,1,0,0
Did the government of Myanmar welcome the international efforts of assistance?,1,0,0,0,0,0
Name some cultural universals that exist with humans today.,0,1,1,0,0,0
Why was this age range important?,0,0,0,1,0,0
The violence beginning in 1963 resulted in the deaths of many Turks?,1,0,0,1,0,0
Was the third volume of the first edition deemed sufficient?,1,0,0,0,0,0
Did literate men acknowledge Virgil as a master or novice poet?,1,0,0,0,0,0
Is conjugation a common bacterial adaptation?,1,1,0,0,0,0
Why did pritz klein come up with the KSOG?,0,1,0,1,0,0
Was the Chopin family boarding house for male or female students?,0,0,0,0,0,1
Why was the word 'national' a cause for alarm to both Federalists and Anti-Federalists?,0,1,0,1,0,0
Why was dBASE successful?,0,0,0,1,0,0
Do the plays sport high attendance rates?,1,0,0,0,0,0
Does Greg believe a later work can be substituted for a earlier one?,1,0,0,0,0,0
Is LaserDisc quality consistent or inconsistent between player brands? ,0,0,0,0,0,1
Why are no leeches endangered?,0,1,0,1,0,0
Were the szlachta obscure and mysterious or obvious and proud.,0,0,0,0,0,1
Are adolescents or children more bound to concrete events?,0,0,0,0,1,0
Why were DeLay and Hastert considered second-ranking in the House in 2010?,0,0,0,1,0,0
Has the cause for sexual orientation been found yet?,0,1,0,0,0,0
Does Myanmar offer any destinations that might be good for outside enthusiasts?,0,0,0,0,0,1
Finding defects once a change in code had already happened is called?,0,0,0,0,0,1
Are pesticides chemical or biological agents?,0,1,0,0,0,0
Why political movement was named for Joseph McCarthy?,0,1,0,1,0,0
Why did Gaddis Smith believe John Kerry led Yale's Political Union Liberal Party?,0,0,0,1,0,1
Why are the compounds of zinc very colorful?,0,1,0,1,0,0
Why did the Echmiadzin church become independent?,0,0,0,1,0,1
Why did the U.S. pass the Indian Arts and Crafts Act of 1990?,0,0,0,1,0,0
Why was Phillip Phillips hospitalized during his time on American Idol?,0,1,0,1,0,0
Why does England have its own Parliament?,0,1,0,1,0,0
Why was the Yongle Emperor said to have been planning to send military forces into Tibet?,0,1,0,1,0,0
Is word order fixed or flexible in Pavla?,1,0,0,0,0,0
Are the patterns related to orientation?,1,0,0,0,0,0
Since knots are defects that weaken lumber would the heartwood or the sapwood from the same tree be stronger?,0,1,0,0,0,0
Is H2 reactive in standard conditions?,1,0,0,0,0,0
Did bribery work in convincing Liberius to believe the Arians?,1,0,0,0,0,0
Why are Touloulous given free condoms?,0,0,0,1,0,0
Has the joining brought about any changes in the region ?,0,0,0,0,0,1
Did the British protect Burma as its colony during WWII?,1,0,0,0,0,0
Is it the majority or minority opinion that two different standard languages existed and overlapped at some historical point?,0,0,0,0,0,1
Did Barrie Ontario lose signal for CBC Radio-Canada or both?,1,0,0,0,0,0
Bath school of pharmacy founded in ,0,0,0,0,0,1
Did the 1969 Melbourne Transportation Plan change Melbourne into a more car-dominated or tram-dominated environment?,0,0,0,0,0,1
IBM sold two product lines to Lenovo name them.,0,0,1,0,0,0
Why was Victoria's eyesight unclouded?,0,1,0,0,0,0
is the Fa cup sponsered?,1,0,0,0,0,0
Are masons allowed to divulge the secrets of each degree?,1,0,0,0,0,0
Why was the Centre de Liasion et d'information des Puissances maconniques signataires de l'Appel de Strasbourg set up?,0,1,0,1,0,1
Why did a few scholars think Burke hadn't intended his book as a satire yet later claimed it was a satire?,0,0,0,1,0,1
Name a player that commonly receives the first possession of the ball?,0,0,1,0,0,0
Why would God being substantially affected by the world be beneficial?,0,0,0,1,0,0
Why are local governments investing in telecom?,0,0,0,1,0,0
Give two examples of spiritual gifts.,0,0,1,0,0,0
Is it believed that they truly aren't responsible in full for the collapse ?,0,1,0,1,0,0
Was a law enacted in 1991 allowing corporations to sell land holdings or was it repealed?,0,1,0,1,0,0
Is usage of the royal assent frequent or rare in today's societies?,1,0,0,0,0,0
Was there a court ruling?,1,0,0,0,0,0
In terms of news and sports does New Haven receive television broadcasting from other cities?,0,0,0,0,0,1
Did Eton's official statement say that they took the matter seriously or frivilously?,0,1,0,0,0,0
Is there underage children working in Brazil?,1,0,0,0,0,0
Why were numeric codes converted to graphic codes?,0,1,0,1,0,0
The system was able to provide positioning data between 55 S to 55 N latitude and ______ longitude?,0,0,0,0,0,1
Name two of the metropolitan areas that are enjoyed most frequently by tourist in Myanmar?,0,0,1,0,0,0
Is there a name for the specific venue?,1,0,0,0,0,0
Are there any other areas of America Venezuelans settled in?,1,0,0,0,0,0
Do you have to go to the one year of kindergarten?,1,0,0,0,0,0
Are attendance remittances that important to the Premier League?,1,0,0,0,0,0
Do they speak Spanish fluently?,1,0,0,0,0,0
With Scottish garment is tied?,0,0,0,0,0,1
Why do birds migrate south in winter?,0,0,0,1,0,0
Is the idea formed by Greg limited to a specific time period?,1,0,0,0,0,0
Why did Alsace decline as a prospering territory?,0,0,0,1,0,1
Did Athanasius feel that it was important to believe that Jesus was the Son of God?,1,0,0,0,0,0
Why can't bacteria enter poultry?,0,1,0,1,0,0
Is there seeding?,1,0,0,0,0,0
Another term for tagma is?,0,1,0,0,0,0
Is exploratory sexual behavior seen as similar or separate to other aspects of identity?,0,0,0,0,0,1
Did the French take St. John's?,1,0,0,0,0,0
Are more rings necessary if they're narrow or wide?,1,0,0,0,0,0
Were tariffs publicly or privately owned in Menzie's economy?,0,0,0,1,0,0
Why did Sigmund believe all humans are born bisexual?,0,1,0,1,0,0
Why have DDTs been banned in some areas?,0,0,0,1,0,0
Why were BJTs so popular?,0,0,0,1,0,0
Why is zinc oxide used in nuclear reactors?,0,0,0,1,0,0
Do most sexual experiences during adolescence take place within or separate from romantic relationships?,0,0,0,0,0,1
Can you name some plain water solutions?,0,0,1,0,0,0
Name two more major events of the Seven Years' War in North America.,0,0,1,0,0,0
Why were French troops in Bern?,0,1,0,1,0,0
Is Canada bilingual?,1,0,0,0,0,0
Since 2011 direction has Forign direct investment gone?,0,1,0,1,0,0
Give an example of an animal that will travel several miles in a single day.,0,1,0,0,0,0
Did the Lexicon Technicum focus on theological and biographical entries or science and technology?,0,0,0,0,0,1
Do adolescents or children understand puns proverbs metaphors and analogies most effectively?,0,0,0,0,0,1
Were talks held with the Football Association to see if they were okay with this plan?,0,0,0,0,0,1
Why is glass annealed?,0,1,0,1,0,0
Why did using business meetings to transmit slow-scan video fail?,0,0,0,1,0,0
Name one reason historians believe the conversion during the Roman era was limited in number and did not account for much of the Jewish population growth?,0,1,0,1,0,1
Why did San Diego lose its pueblo status in 1883?,0,0,0,1,0,0
Do antibiotics mess with birth control pills?,1,0,0,0,0,0
Why was Nintendo accused of antitrust behavior?,0,1,0,1,0,0
Do incandescent lights emit more less or the same amount of light as they age?,1,0,0,0,0,0
Name a type of music from the 70's that influenced the nation?,0,0,1,0,0,0
Did other countries actively participate in business that first rang a bell to begin in the winter of 2014 in Myanmar?,1,0,0,0,0,0
Are there many product available from farm cultivation on the Greek lands?,1,0,0,0,0,0
Why was Keifer discredited/empty leader?,0,0,0,1,0,0
Why did the committee debate adding a shift function?,0,0,0,1,0,0
Financial institutions cannot all de-leverage simultaneously without a decline in the value of this?,0,1,0,1,0,0
Would you consider aesthetic elements alone in architectural lighting design?,0,0,0,0,0,1
Starting in 1963 IBM started a program by naming 8 of these.,0,0,0,0,0,1
Does setting the clocks ahead add an hour of daylight before or after the normal workday?,1,0,0,0,0,0
Do the people of London agree with this action?,1,0,0,0,0,0
Compared to the rest of the US does Alaska have many or few road connections?,1,0,0,0,0,0
Is there a single standard for SDTV color support?,1,0,0,0,0,0
Is there a larger or smaller number of Jews that speak Yiddish today than in the past?,1,0,0,0,0,0
Did Piaget believe that cognitive improvement was sudden and drastic or slow and steadied?,0,0,0,1,0,0
The science of Aristotle Galileo and Newton no longer serve for scientific instruction why?,0,0,0,1,0,0
Describe the command of Prince Ferdinand of Brunswick.,0,0,0,0,0,1
Are university educators from the Greek world working as professors and teachers in other countries?,0,1,0,0,0,0
Does PlayStation Network use artificial or real currency for picture viewing?,0,0,0,0,0,1
Name one second-generation technology that is market ready.,0,1,0,0,0,0
Why do researchers believe the social event reporting by adolescents (rather than sexual activity) is important?,0,0,0,1,0,0
Is the Lagrange formalism or the Hamiltonian more convenient for conservative systems?,1,0,0,0,0,0
Why was United Stated excluded from League of Nations Council?,0,0,0,1,0,0
Do all ducks fly south for the winter?,1,0,0,0,0,0
Do young trees grow more quickly in open stands or in a closed forest?,1,0,0,0,0,0
Pope Sixtus V limited the number of cardinals to?,0,1,0,0,0,0
Is liberation from samsara possible?,1,0,0,0,0,0
Does the number of internet users in Somalia continue to rise or fall?,1,0,0,0,0,0
Why did the Dutch reject Britain's offer to join the alliance?,0,1,0,1,0,0
Georgian architecture is characterized by?,0,1,0,0,0,0
Why were mammals added to the protected species list?,0,0,0,1,0,0
Did that ever happen?,1,0,0,0,0,0
Why is basic thought crucial to Dewey's theory?,0,0,0,1,0,1
Is an inner city or crime-driven neighborhood more or less likely to be detrimental to one's development?,1,0,0,0,0,0
Why is it said that the Italian style can't hold their own session?,0,1,0,1,0,0
Did the special edition or DVD release make more money?,0,0,0,0,0,1
Why couldn't Petrovich persuade Austria to invade Prussia?,0,0,0,1,0,1
Does the NIBRS system or UCR system have more detailed data?,1,0,0,0,0,0
Europe did not feel the need to posses territory in Africa until?,0,1,0,0,0,0
300 Linux kernel developers work here.,0,0,0,0,0,1
Are candidates required to express belief in a specific religion?,1,0,0,0,0,0
Why did a revolution occur in Strasbourg in 1332?,0,1,0,1,0,0
Why did families send their girls to Diego's monastery?,0,1,0,1,0,0
What was the population of the Prussian province in 1900?,0,1,0,0,0,0
Why did post-punk fall out of love with punk?,0,0,0,1,0,0
Are Hispanics in Hawaii?,1,0,0,0,0,0
Were the British successful in stopping the building of Fort Duquesne?,1,0,0,0,0,0
Were the Ashkenazim thought to be a subset or superset of their assumed geographical source population?,1,0,0,0,0,0
When did a fifth season begin airing in the United States?,0,1,0,0,0,0
Why did archaeologists count Iran as 'The Near East'?,0,1,0,1,0,0
Is the use of artificial turf allowed?,1,0,0,0,0,0
Why is there a video length limit on SVCD?,0,1,0,1,0,0
Why do some other scholars argue that it happened on a Wednesday?,0,0,0,1,0,0
Are any other birds considered common in the world of poultry?,1,0,0,0,0,0
Name two smaller Lutheran church bodies.,0,0,1,0,0,0
Did the Roman world consider one ethnocentric lineage to be a great concern?,1,0,0,0,0,0
This species relies on other species to provide a reproductive host for their offspring.,0,1,0,0,0,0
Does this tax exempt status apply to other taxes?,1,0,0,0,0,0
In what year was the PCK divided into three denominations because of a controversy?,0,1,0,0,0,1
Do Anglo-American grand lodges accept women as members today?,0,0,0,1,0,0
Is bleed easy or difficult to control?,1,0,0,0,0,0
Does the recognition of inconsistent content in one's self-concept typically bring distress or peace to an adolescent?,0,0,0,0,0,1
Why is it necessary for smaller animals to have an insulative covering?,0,0,0,1,0,0
In 1960 did people believe an infant was able to remember things?,0,1,0,0,0,0
According to Peter J. Wallison why did the U.S. residential housing bubble led to financial crisis?,0,0,0,1,0,0
Would it be easy or difficult to classify organisms that eat parasites in a food pyramid?,0,0,0,0,0,1
Name some cities downstream of the Yangtze river that are to the east of Sichuan.,0,0,1,0,0,0
How much light does a 13 W compact fluorescent lamp produce equivalent to an incandescent light bulb?,0,1,0,0,0,0
The Royal Assent Act 1968 was passed why?,0,1,0,1,0,0
While in EIC army the British officer outrank the Indian officer they both promoted based on?,0,0,0,0,0,1
Would the Comitia Centuriata occasionally be called upon to serve as the highest court of appeal?,1,0,0,0,0,0
Why were early mammals active in the morning?,0,1,0,1,0,0
Name one of the individuals considered the founding fathers of modern Cypriot art.,0,0,1,0,0,0
Why was a subject ordered to appear to Pop-Tanning in old trousers?,0,1,0,0,0,0
Did the FBI keep files on Elvis Presley?,1,0,0,0,0,0
Why is the use of rifles often banned?,0,0,0,1,0,0
Are there some discrepancies among scholars for the distinction of the period?,0,1,0,0,0,0
Is the cup engraved for the winner?,1,0,0,0,0,0
Who sang a version of Queen's Somebody to Love in 2004's Ella Enchanted?,0,1,0,0,0,0
Eusocial insects provide food for their offspring full-time or part-time?,0,1,0,0,0,0
Why is zinc not able to ever corrode?,0,1,0,1,0,0
Are townhouses condominiums and apartment buildings found more prevalent in the metropolitan area or outside the city?,0,0,0,0,0,1
The two houses in England are the House of Luck and?,0,0,1,0,0,0
Does energized segment of third rail pose the threat to pedestrians if uncovered?,1,0,0,0,0,0
Why was the senate considered to be supreme during this time?,0,0,0,1,0,0
Were any of the railways electrified?,1,1,0,0,0,0
How often do hurricanes hit North Carolina?,0,1,0,0,0,0
Why was San Diego ineligible for two VHF channels?,0,1,0,1,0,0
The population of the Greater New Haven in 2010?,0,1,0,0,0,0
What was the policy created by the Vice-President due to the boom in defense jobs?,0,1,0,0,0,1
Did he understand Hebrew?,1,0,0,0,0,0
The good motor system presently allows for ,0,0,0,0,0,1
Are trials considered internal or external exams?,1,0,0,0,0,0
In the modern era has any non-league team reached the quarter finals??,0,0,0,0,0,1
Name 3 artists that CBS Associated Records signed on in the 80s and 90s?,0,0,1,0,0,0
Why are tagging rules made?,0,1,0,1,0,0
Do children or adolescents tend to associae with friends of the opposite sex more?,0,0,0,0,0,1
Identify two other French possessions captured by the British.,0,1,0,0,0,0
Has science research figured out the cause of sexual orientation preferences?,0,1,0,0,0,0
Name the devices that use IrDA to emit infrared radiation that is focused by a plastic lens into a narrow beam.,0,0,1,0,0,0
Does traffic on 17th Street generally run one way or two ways?,0,1,0,0,0,0
Why does living in poverty raise your risk of diarrhea?,0,0,0,1,0,0
Why did medical professionals advise against using an anaesthetic during childbirth?,0,0,0,1,0,0
Name two arts of the Four Arts?,0,0,0,0,0,1
Why was van Beurden under review?,0,1,0,1,0,0
Do smoking bans prevent workplace allergies?,1,0,0,0,0,0
Does the Electoral College only publish the US Statutes at Large only or are there others?,1,0,0,0,0,0
Does a sassafras tree typically have a thin or thick sapwood layer?,0,1,0,0,0,0
Why did Britain not want Elizabeth to associate with conscientious objectors?,0,0,0,1,0,0
Do adolescents or adults seem to give more weight to rewards?,0,0,0,1,0,0
Why does Berlin start a National Cyber Defense Initiative?,0,0,0,1,0,0
Were drums heard on early jazz recordings?,1,0,0,0,0,0
Why would some scholars believe the beginning of the New Testament was written on Thursday?,0,0,0,1,0,0
Is Samoa helped or hurt by political upheaval in the countries around them?,1,0,0,0,0,0
The county's first football team is ,0,0,0,0,0,1
Had vinyl technology ceased expanding?,1,0,0,0,0,0
Did he act alone? ,1,0,0,0,0,0
Why do the women drink through a straw? ,0,1,0,0,0,0
Why did John Locke believe that one person cannot enslave another?,0,0,0,1,0,1
The routine practice of immunology can best be characterized as?,0,0,0,1,0,1
Do antibiotics cause fasting in humans?,1,0,0,0,0,0
Why did the gods create human beings from clay?,0,0,0,1,0,1
Are all multicultural Americans aware of their heritage?,1,0,0,0,0,0
Does adolescent participation in family work and routines have a positive or negative influence on feelings of self-worth care and concern for others?,0,0,0,1,0,1
Were Gaddafi's parents educated?,1,0,0,0,0,0
In the last decade has the amount of time adolescents spend on the computer increased or decreased?,0,1,0,0,0,0
Why did the art of the Ottoman empire develop the way it did?,0,0,0,1,0,1
Why has Botswana been forced to ban trophy hunting altogether?,0,0,0,1,0,0
The average rainfall level of somerset ,0,1,0,0,0,0
Are there exceptions to Texas official language?,0,0,0,0,0,1
Why do so many multinationals don't have their Latin American headquarters in Miami?,0,0,0,1,0,1
Name a proposed project to replace it?,0,0,1,0,0,0
Why were his children free?,0,1,0,1,0,0
Precipitation hardening alloys are sometimes also?,0,0,0,0,0,1
Why is there less crime in rural areas?,0,0,0,1,0,0
Why was Athanasius ordered to continue baptising?,0,0,0,1,0,0
Can you pin point certain areas of the brain to certain memories?,0,0,0,0,0,1
Why was the Conservative Party formed?,0,1,0,1,0,0
Is each database backup kept in the same file?,1,0,0,0,0,0
Why did agricultural societies push into hunter-gatherer areas?,0,0,0,1,0,0
Are the bacteria in caseous necrotic material living or dead?,1,0,0,0,0,0
In reference to education in Swaziland what is an NCP otherwise known as?,0,1,0,0,0,1
Are all of New Haven's smaller streams active through all four seasons?,1,0,0,0,0,0
Why did membership decline in the late 1970s?,0,0,0,1,0,0
Is ultramicrobacteria well examined?,1,0,0,0,0,0
Why was Media Transfer Protocol designed?,0,1,0,1,0,0
Is Forsythe a traditional or alternative high school?,1,0,0,0,0,0
Most of NARA's holdings are available to sector?,1,0,0,0,0,0
Did the club later regret pulling out of the Club World Championship?,1,0,0,0,0,0
Why do cells easily stain with dyes?,0,1,0,1,0,0
Do glaciers require permanent snow or only temporary coverage?,1,0,0,0,1,0
Did many new teams in the Premier League have any difficulties in their initial season?,1,0,0,0,0,0
Is Calvin Veltman' relevant to today's Hispanic Americans?,1,0,0,0,0,0
Do official political parties exist in a nonpartisan system?,1,0,0,0,0,0
Why were carrier-launched aircraft less effective than naval guns?,0,0,0,1,0,0
Do the Spanish have a legacy in America from their forefathers?,0,1,0,0,0,0
Why were sales of the Power Mac G4 Cube slow?,0,1,0,1,0,0
Was California a bilingual state?,1,0,0,0,0,0
Has New Mexico had a majority of Spanish speaking natives?,1,0,0,0,0,0
Tito did not attend the second meeting of this.,0,0,0,0,0,1
Is the public given incentive to report Endangered Species Act violations?,1,0,0,0,0,0
Did he know all of the Old Testament?,1,0,0,0,0,0
Why did construction of Eton Mission cease in 1971?,0,0,0,1,0,1
Are transpired collectors more or less cost-effective than glazed collection systems?,0,0,0,1,0,0
Witch wars proceeded Palermo's contact with Ancient Greece?,0,1,0,1,0,1
Did the FBI target MLK?,1,0,0,1,0,0
Could a club appeal a requirement?,1,0,0,0,1,0
Why did Spielberg make a movie instead of taking still photos for the photography merit badge?,0,0,0,1,0,1
Why did the total investment in renewable energy go down in 2002?,0,0,0,1,0,0
Was the landing successful?,1,0,0,0,0,0
Why are scholars concerned with analysis of plays?,0,0,0,1,0,0
If a growth ring has differences over one season would the part nearest the tree's center be narrower or wider?,0,1,0,0,0,0
Does the Government of Ireland's London embassy use the name British Isles?,1,0,0,0,0,0
Could events in the Roman Republic often include music?,1,0,0,0,0,0
Has a level 2 club reached the finals ever?,1,0,0,0,0,0
The first flight in a spacecraft that allowed no suits to be worn inside was when?,0,1,0,0,0,0
Why did the Spanish colonies lag behind in adopting the calendar?,0,0,0,1,0,0
Were all residents counted together or separately?,0,0,0,0,0,1
Are communication services in Somalia mainly located in the public or private sector?,0,0,0,0,0,1
Name one major group that Jews are often identified as belonging to.,0,1,0,0,0,0
Did von Neumann enjoy thinking?,1,0,0,0,0,0
Were there more Democrats or Republicans in 2007?,0,0,0,0,0,1
Is China an affect on the government in Burma?,1,0,0,0,0,0
Name the four opponents of Prussia.,0,0,1,0,0,0
Is alcohol use a positive or negative emotion control mechanism?,1,0,0,0,0,0
Why was Liberia's GDP growth stalled in 2007?,0,0,0,1,0,0
Is New Mexico's language different than from other Spanish dialect?,1,0,0,0,0,0
Are the Salvadorans a large population in the U.S.?,1,0,0,0,0,0
The CBC planned to take the CRTC to court citing the superiority of this type of coverage?,0,0,0,0,0,1
Did changes move along at a uniform pace for the Burmese people?,0,0,0,1,0,0
Name an example of a heavy isotope?,0,1,0,0,0,0
Why did The Durable Orbital Station-2 not reach orbit?,0,0,0,1,0,0
Is the Senate or the House more partisan?,1,0,0,0,0,0
Does Paris see snow?,1,0,0,0,0,0
Did Elizabeth tour Australia or New Zealand first?,0,0,0,0,0,1
Does Washington (government) operate in both languages (bilingual-Spanish?),1,0,0,0,0,0
Why gram-negative cell bacteria is more toxic than gram-positive bacteria?,0,0,0,1,0,1
Why is travel in Kathmandu mainly via automobile or aircraft?,0,0,0,1,0,0
Is it OK to drink alcohol while taking any antibiotic?,0,0,0,0,0,1
Are early or late maturing boys generally taller and stronger than their friends?,1,0,0,0,0,0
Was French in Puerto Rico successful?,1,0,0,0,0,0
Can membrane of bacteria create lipid structure?,1,0,0,0,0,0
Are treaties permanently binding upon the signatory parties?,1,0,0,0,0,0
Why in developing countries do children often attend fewer years of formal schooling?,0,1,0,1,0,0
Do LaserDiscs or DVD use analog video?,1,0,0,0,0,0
Are parties required to reveal their funding?,1,0,0,0,0,0
Why do birds migrate?,0,0,0,1,0,0
Why didn't California officially become bilingual?,0,1,0,1,0,0
In deism does God answer prayers?,1,0,0,0,0,0
Why are district level associations created?,0,0,0,1,0,0
Are students taught Spanish in american schools?,1,0,0,0,0,0
Complex organisms can occupy this that are not available to their simpler brethern?,0,1,0,0,0,1
Were other mathematicians amazed by von Neumann?,0,0,0,0,0,1
Did the US Congress call for more or less regulation of pharmaceuticals?,1,0,0,0,0,0
The 19th century was also known as? ,0,1,0,0,0,0
Did the UEFA remove the 5 year ban on English clubs playing in European competitions in 1990?,1,0,0,0,0,0
Was it men or women that primarily engaged in corn huskings?,0,0,0,0,0,1
Are short-range bluetooth accessories able to be used?,1,0,0,0,0,0
The CRTC requested that the CBC negotiate with this station in order to extend their contract?,0,0,0,0,0,1
Was every resident listed by name?,0,0,0,0,0,1
Did Bush become disfavorable during the time of the 9/11 attacks?,1,0,0,0,0,0
The first post-reconstruction era Republican elected to Florida.,0,1,0,0,0,0
Why can't those countries compete?,0,0,0,1,0,0
Was sound quality from disc to disc and between players consistent or varied?,0,0,0,0,0,1
Does the Parliamentary Assembly have any kinds of legislative authority?,1,0,0,0,0,0
Functioning as a holder a light fixture can provide directed light and avoid what?,0,0,0,0,0,1
Least populates areas of Utrecht,0,0,0,0,0,1
Did John Locke want to foster or avoid increased detailed debate on the essence of Christianity?,0,0,0,1,0,1
Why did the Chinese government ban Windows 9 based products?,0,0,0,1,0,0
Why was a cyber security plan unveiled in October of 2010?,0,1,0,1,0,0
Do Cubans speak Spanish in America?,0,1,0,0,0,0
Does apomixis only occur in the parent?,1,0,0,0,0,0
Has breeding changed the original characteristics of the animals?,1,0,0,0,0,0
Is it more common for panels to have a single design or many designs?,1,0,0,0,0,0
Can the antenna serve more than one function at a time?,1,0,0,0,0,0
Why did the Luftwaffe bomb the RAF Fighter Command?,0,0,0,1,0,0
List two alternatives to rotary stepper motors in non-printer applications.,0,0,1,0,0,0
Is a temporal delay necessary to produce an autocorrelation model of pitch perception?,0,0,0,0,0,1
Does the amount of grey matter in the brain increase linearly or follow an inverted-U pattern over the course of adolescence?,0,0,0,0,0,1
Does having unprotected sex multiple sexual partners and poor communication increase or decrease individual and social risk?,0,0,0,1,0,0
Is the view of the impregnation of Mary's pregnancy the same as the one held for the birth of her first child?,0,1,0,0,0,0
What island has the southern most volcano in the world?,0,1,0,0,0,0
Why is Israel referred to as the 51st state?,0,0,0,1,0,0
Give one example of energy transformation.,0,0,0,0,0,1
Did Mendelssohn and Spinoza judge religion on its moral fruits or logic of its theology?,0,0,0,0,0,1
Why did the Evangelical Lutheran Church add this memorial to the calendar?,0,1,0,1,0,0
Were Christian prized among the non-Ottomans?,1,0,0,0,0,0
Yale also has a theater managed by its' own student then name?,0,0,0,0,0,1
Why was the border between Mexico and the United States established one league south of San Diego Bay's most southern tip?,0,0,0,1,0,1
Are previous leaders a hendrence to the current government?,0,0,0,0,0,1
Why are Guinea fowl useless to humans?,0,1,0,1,0,0
Is Port Phillip generally warmer or colder than the surrounding oceans and/or the land mass?,1,0,0,0,0,0
Name the wars that was caused by the intense competition between the EIC and Dutch East India Company,0,0,1,0,0,1
Was Texas a part of Mexico?,1,0,0,0,0,0
Why are depictions of God discouraged in Islam?,0,1,0,1,0,0
Would you want to use a passive infrared sensor in an area requiring 360-degree coverage?,0,0,0,0,1,0
Why did Kerry criticize Bush during the 2004 campaign?,0,0,0,1,0,0
Why were the hackers untraceable?,0,0,0,1,0,0
Why may regulations ban the use of lead in ammunition?,0,0,0,1,0,0
The CBC lost customers due to their practice of doing this?,0,0,0,0,0,1
Name 2 of the county gorges,0,0,1,0,0,0
Did Austria get Silesia back?,1,0,0,0,0,0
Was Gorton impeached voted out or did he resign?,0,0,0,1,0,0
Why were the displays of the ten Commandments disallowed?,0,0,0,1,0,0
Why are Eiji Yoshikawa's books popular?,0,0,0,1,0,0
What is the vegetation type on Antarctica?,0,1,0,0,0,0
Why are Serbian and Croatian often treated like distinct languages?,0,0,0,1,0,0
Are there more males or females in Southampton?,1,0,0,0,0,0
Is the migration to Thuringia steady or fluctuating?,1,0,0,0,0,0
Why does CNN believe George W. Bush was rejected from Yale?,0,0,0,1,0,0
Is the airway obstruction reversable in asthma?,1,0,0,0,0,0
Does anyone ever miss a tournament?,1,0,0,0,0,0
